artistName,account_uuid,tour_name,tour_uuid,show_uuid,showDate,showEndDate,state,attendance,capacity,currencyFormat,location
Country Music Association (MH),acct_c1d937ce-86e4-430a-83d3-b8b8eb15238a,CMA Awards 2023,tour_705497ce-cac1-4db0-9d31-b987af01bc64,show_67e833d4-15df-4a25-84fc-d607e9582580,2023-11-08,2023-11-08,DONE,6421,20000,USD,"Nashville, TN, United States"
Country Music Association (MH),acct_c1d937ce-86e4-430a-83d3-b8b8eb15238a,CMA Fest 2022,tour_2fb93487-d374-4eb3-b1aa-b54a6d1e496a,show_c717c189-fcc0-4f9e-bd25-2975856f2e53,2022-06-09,2022-06-12,DONE,0,0,USD,"Nashville, TN, United States"
Country Music Association (MH),acct_c1d937ce-86e4-430a-83d3-b8b8eb15238a,CMA Fest 2023,tour_9cf100ae-664c-4df4-a0b9-578694c980c0,show_c2d2a70f-6647-42f8-89e1-9cf2f3a50cdd,2023-06-08,2023-06-11,DONE,0,216000,USD,"Nashville, TN, United States"
Country Music Association (MH),acct_c1d937ce-86e4-430a-83d3-b8b8eb15238a,CMA Fest 2023,tour_9cf100ae-664c-4df4-a0b9-578694c980c0,show_6f868a02-8b62-491f-936d-cdf66e808356,2023-06-08,2023-06-11,ACTIVE,0,0,USD,"Nashville, TN, United States"
Country Music Association (MH),acct_c1d937ce-86e4-430a-83d3-b8b8eb15238a,CMA Fest 2023,tour_9cf100ae-664c-4df4-a0b9-578694c980c0,show_0b423752-287f-4519-b43d-d13a9b1910f3,2023-06-09,2023-06-09,CANCELLED,0,7500,USD,"FRANKLIN, Tennessee, United States"
Country Music Association (MH),acct_c1d937ce-86e4-430a-83d3-b8b8eb15238a,CMA Fest 2023,tour_9cf100ae-664c-4df4-a0b9-578694c980c0,show_d566feee-e734-438c-9653-9736919033c5,2023-11-07,2023-11-08,ACTIVE,0,0,USD,"Nashville, TN, United States"
Country Music Association (MH),acct_c1d937ce-86e4-430a-83d3-b8b8eb15238a,CMA Fest 2023,tour_9cf100ae-664c-4df4-a0b9-578694c980c0,show_7662c3f1-eaf3-4450-a467-4111e2f7b001,2023-11-08,2023-11-08,ACTIVE,0,20000,USD,"Nashville, TN, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_9d5a2082-cbcf-4cbc-9b60-efdb9a5d35b4,2022-05-09,2022-05-09,DONE,654,0,USD,"Orlando, FL, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_e193c648-521b-4733-9706-05b320e2484a,2022-05-10,2022-05-10,DONE,375,1300,USD,"Fort Lauderdale, FL, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_257c3325-ab84-4ab8-8ca2-5e0acad9ed3f,2022-05-12,2022-05-12,DONE,356,600,USD,"Atlanta, GA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_4be78228-663c-4f39-a133-2da6ca7db4ea,2022-05-13,2022-05-13,CANCELLED,0,1500,USD,"Nashville, TN, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_ad014143-f535-4bc7-85ba-1642d725d897,2022-05-14,2022-05-14,DONE,582,0,USD,"Charlotte, NC, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_8141aaeb-80f9-4a2f-864d-3c408ed3c9aa,2022-05-16,2022-05-16,DONE,365,1200,USD,"Philadelphia, PA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_8ee2dc58-df3e-45ec-adcd-50a5c9892af3,2022-05-17,2022-05-17,DONE,465,2000,USD,"Silver Spring, MD, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_a21753bb-e712-428d-8feb-da11f7e5755f,2022-05-20,2022-05-20,DONE,911,1500,USD,"New York, NY, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_0aafb1d0-3231-4ca8-bc17-7e91aabbefd0,2022-05-21,2022-05-21,DONE,871,1500,USD,"Boston, MA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_1ab5a082-384d-44b8-89c4-bdf5458db0f7,2022-05-23,2022-05-23,DONE,2194,0,CAD,"Montréal, QC, Canada"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_3deb9212-3399-4120-ba5b-90a8110fd642,2022-05-24,2022-05-24,DONE,1282,2500,CAD,"Toronto, ON, Canada"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_94222412-64b8-4d2b-baa8-e1af9c3e496f,2022-05-26,2022-05-26,DONE,475,0,USD,"Detroit, MI, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_b0f0d5eb-dc06-4e1a-b240-c5f1e16cbb2f,2022-05-27,2022-05-27,DONE,632,2500,USD,"Chicago, IL, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_0ae07f06-c5db-4659-a67a-3eac02924310,2022-05-28,2022-05-28,DONE,807,0,USD,"Minneapolis, MN, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_05ef169e-8fd1-40ed-b7b2-638489402296,2022-05-30,2022-05-30,DONE,808,1100,USD,"Englewood, CO, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_6f6eb77e-83d3-43f9-aec2-208d259ed23e,2022-05-31,2022-05-31,DONE,1078,1200,USD,"Salt Lake City, UT, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_d2544215-db52-47f3-840d-5c1a6fb37390,2022-06-02,2022-06-02,DONE,612,1250,CAD,"Vancouver, BC, Canada"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_57d22ed3-05a4-4256-a2ab-57c25f746be6,2022-06-04,2022-06-04,DONE,640,1800,USD,"Seattle, WA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_baa97746-e609-4db0-96ec-4d9f69fe7947,2022-06-05,2022-06-05,DONE,489,778,USD,"Portland, OR, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_6364793c-fb31-4722-bf5d-aa65c0c424db,2022-06-07,2022-06-07,DONE,562,600,USD,"San Francisco, CA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_020adfb9-af7f-4bbd-9dd2-c647a5642a4d,2022-06-08,2022-06-08,DONE,722,1200,USD,"Los Angeles, CA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_27386823-11ca-4ecc-a9f1-a1e0d1ea8deb,2022-06-11,2022-06-11,DONE,736,0,USD,"San Diego, CA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_e4c0aadf-394c-4ff3-afd0-7f1300a72ce1,2022-06-12,2022-06-12,DONE,686,1000,USD,"Tempe, AZ, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_e6bf36b8-4b1c-4e8e-b908-23b8a4a4b0c9,2022-06-15,2022-06-15,DONE,508,1000,USD,"Dallas, TX, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_6cddeca8-683b-4028-a800-06db1251036e,2022-06-16,2022-06-16,DONE,528,1500,USD,"Austin, TX, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_3928b6f6-95cd-4b28-9e85-323f8b9681e8,2022-06-17,2022-06-17,DONE,377,1650,USD,"Houston, TX, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_0b8fb64d-2f91-49ce-af3f-b18d6c3b1d96,2022-06-20,2022-06-20,DONE,363,1050,USD,"Asheville, NC, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_69abc279-f4ea-4289-a89d-2d1de1277b40,2022-06-21,2022-06-21,DONE,431,1500,USD,"Richmond, VA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_2d703662-6e52-44a7-b7e7-5ba429d12922,2022-06-23,2022-06-23,DONE,656,300,USD,"Asbury Park, NJ, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_3c707d52-7361-4a2c-818e-01c04f78534b,2022-06-24,2022-06-24,DONE,476,650,USD,"Millvale, PA, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_3c3e067b-8163-498c-b3a3-ea043cf9b7cf,2022-06-25,2022-06-25,DONE,659,500,USD,"Indianapolis, IN, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_6518d23d-6b5b-438d-a9bf-2ddc0f36b8a2,2022-06-28,2022-06-28,DONE,515,2000,USD,"St. Louis, MO, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_f05f950d-59fe-4422-8460-16d665b1d99f,2022-06-29,2022-06-29,DONE,527,1400,USD,"Kansas City, MO, United States"
Dean Lewis (MH),acct_0c34d623-f0ce-4bcb-b574-50831641e48b,May - June US 2022,tour_c8c1379c-45e9-4377-a06a-21e731d37c3c,show_9ab3da10-3958-4efc-8605-6dcde42e8857,2022-07-09,2022-07-09,DONE,0,12500,USD,"Kirtland, OH, United States"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,AUS - NZ July - August 2023,tour_50a348d8-353d-482d-a3c9-547e4b6b2682,show_06b20972-67ad-47e4-b721-2e531a65f2f9,2023-07-25,2023-07-25,DONE,1355,1882,AUD,"Melbourne, VIC, Australia"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,AUS - NZ July - August 2023,tour_50a348d8-353d-482d-a3c9-547e4b6b2682,show_fad3ba6f-a597-4089-be29-f439df67dbac,2023-07-27,2023-07-27,DONE,1377,2388,AUD,"Sydney, NSW, Australia"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_701e1ff3-7988-453a-b6dd-b387f6a9168d,2023-07-04,2023-07-04,DONE,1498,0,GBP,"London, , United Kingdom"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_680ac83b-ec9d-4625-b97d-f8d5a4460370,2023-07-05,2023-07-05,DONE,900,250,GBP,"Sheffield, , United Kingdom"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_a2c6bf6a-066b-413f-9495-5d6fe7228e41,2023-07-06,2023-07-06,DONE,0,0,GBP,"Withington, Cheltenham, United Kingdom"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_ebfcc200-052e-4f18-be90-c49bbfe4c3e1,2023-07-08,2023-07-08,DONE,0,0,EUR,", , Belgium"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_24a9581c-4d70-4541-bc05-2e6521f3786f,2023-07-09,2023-07-09,DONE,600,700,EUR,"Frankfurt, , Germany"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_23dae04d-c1f0-4cce-acb6-6bd8c346b0bf,2023-07-10,2023-07-10,DONE,700,1500,EUR,"Leipzig, , Germany"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_f864e105-d95e-40ca-a604-519cad921b63,2023-07-11,2023-07-11,DONE,335,0,EUR,"hannover, None, Germany"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_b5fae25a-21ed-40d0-88be-4df7daebd5b0,2023-07-13,2023-07-13,DONE,735,1100,EUR,"Hamburg, , Germany"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_435d4faa-c340-4571-b405-4fcee36a672d,2023-07-14,2023-07-14,DONE,500,750,SEK,"Malmo, , Sweden"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_818ac10e-adae-4d2d-ab94-d95a8b8b1a41,2023-07-15,2023-07-15,DONE,18000,12000,NOK,"Tønsberg, , Norway"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_05015f9a-cbd3-4958-84a0-25ee884b89aa,2023-07-17,2023-07-17,DONE,930,1600,EUR,"Berlin, , Germany"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_dc29bb4f-a69b-40d0-b046-f78bda69fc44,2023-07-18,2023-07-18,DONE,650,500,USD,"Nurnberg, , United States"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_3f56e5eb-3747-4cd4-b031-a9450af3b49d,2023-07-20,2023-07-20,DONE,875,0,EUR,"akmaar, None, Netherlands"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,EU - UK July 2023,tour_8e8d4b68-24fe-4e35-a42f-381fe0daa4db,show_adb5b917-e7a9-4db2-a1f8-d30606c36d4e,2023-07-21,2023-07-21,DONE,0,0,EUR,"Lichtenvoorde, , Netherlands"
Eagles Of Death Metal (Manhead),acct_70089ea2-054f-441d-8753-95ad6edb1ed9,Feb 2023 Mexico ,tour_d0d3802b-2abe-4109-a8af-4d0532ab3744,show_55bdfc7c-ce4f-40b4-84d5-248db9774ee7,2023-02-25,2023-02-25,DONE,10000,0,MXN,"Guadalajara, None, Mexico"
Emerald Cup Festival (MH),acct_2366ee45-8289-43de-af43-f557ff187b1d,May 2022,tour_f274e365-053c-416c-a223-cecd905d7ce8,show_0090385b-13ce-41bd-a6ee-e05fc5f93718,2022-05-14,2022-05-14,DONE,900,0,USD,"Los Angeles, CA, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_0810b470-1d9b-499d-a0d0-e6ed512658a3,2023-06-20,2023-06-21,DONE,32714,0,USD,"Chicago, , United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_c2aa92a8-f655-456a-9b06-ddb341bc2bde,2023-06-23,2023-06-23,DONE,14030,20000,USD,"Maryland Heights, MO, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_0dd10623-6e11-4163-878d-60d675a09557,2023-06-24,2023-06-24,DONE,8603,0,USD,"Bonner Springs, KS, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_13e42a78-e924-4bf5-8430-040018cf2286,2023-06-27,2023-06-27,DONE,11965,16500,USD,"The Woodlands, TX, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_2f0a1dc3-5b5c-4720-b048-26393b9390ac,2023-06-28,2023-06-28,DONE,14803,0,USD,"Dallas, , United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_1292f236-7b96-4884-a90e-f39597eccdde,2023-06-30,2023-06-30,DONE,16052,18422,USD,"Phoenix, AZ, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_375efbca-bb02-4b84-91bc-ebec018b88ae,2023-07-01,2023-07-01,DONE,14277,21500,USD,"Chula Vista, CA, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_a5588434-1c7a-4167-ba1c-c017308fc1a0,2023-07-02,2023-07-03,DONE,35461,0,USD,"Los Angeles, , United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_96b6705d-ab7c-4fa0-8a20-b9e7e7e5c6a1,2023-07-05,2023-07-05,DONE,16540,25000,USD,"Mountain View, CA, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_178739fe-da40-4590-a037-73aace7af737,2023-07-07,2023-07-07,DONE,16022,20000,USD,"Salt Lake City, UT, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_a99ab6a3-6966-4a7d-8c34-f368a92681bc,2023-07-09,2023-07-09,DONE,16540,18000,USD,"Englewood, CO, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_427fe467-bb60-45c2-9a17-16932d1c0cef,2023-07-11,2023-07-11,DONE,9916,7000,USD,"Rogers, AR, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_b3f37ac8-de1d-48f7-b006-fcfe8f784dcd,2023-07-13,2023-07-13,DONE,11389,20000,USD,"Somerset, , United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_73422cf8-93c8-492f-b77b-27e9479def34,2023-07-15,2023-07-15,DONE,17518,16000,USD,"Cincinnati, OH, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_0cf33519-db16-4cf4-971c-32b916682057,2023-07-16,2023-07-16,DONE,16077,24000,USD,"Noblesville, , United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_6317f966-c67e-47a7-8362-ce5b943726f7,2023-07-18,2023-07-18,DONE,16844,20000,USD,"Cuyahoga Falls, , United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_e789ef22-af76-46e6-baba-1c79c4d2d774,2023-07-19,2023-07-19,DONE,17356,25000,USD,"Bristow, VA, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_dd9504b2-a9f7-46cd-829b-6b9d99de360a,2023-07-21,2023-07-21,DONE,16230,18500,USD,"Charlotte, N.C., United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_18aed5fe-ddd0-4ede-84e4-9706c027d0d0,2023-07-22,2023-07-22,DONE,17411,21000,USD,"Virginia Beach, VA, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_873b4c25-306e-4bd2-8e98-04ff52970f54,2023-07-24,2023-07-24,DONE,11973,15000,USD,"West Palm Beach, FL, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_3f088327-bdf7-4f9f-8d3c-8e52aece223e,2023-07-25,2023-07-25,DONE,16136,20000,USD,"Tampa, FL, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_61df339d-394a-46c2-8113-e20aaa86aa50,2023-07-26,2023-07-26,DONE,15669,20000,USD,"Atlanta, Georgia, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_906d399b-c6f8-497c-8730-6bc2b7d3afc5,2023-07-29,2023-07-29,DONE,13975,0,USD,"Village of Clarkston, Michigan, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_83ec7858-7116-4732-aa23-8e47d8d15b5c,2023-07-30,2023-07-30,DONE,15073,0,CAD,"Toronto, ON, Canada"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_189425b3-38cf-409c-9d36-a9ad3f9a36ea,2023-08-01,2023-08-01,DONE,11460,17,USD,"Forest Hills, NY, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_33d6e2e3-326f-4060-a2fa-2c10641630de,2023-08-02,2023-08-02,DONE,26493,0,USD,"Boston, MA, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_0eed0e05-37e9-409c-ac7f-9f527b5d8869,2023-08-04,2023-08-04,DONE,16868,21000,USD,"Darien Center, NY, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_f3d3fb36-dd87-469e-a2e5-81ee56c29a35,2023-08-05,2023-08-05,DONE,15057,16,USD,"Holmdel, NJ, United States"
Fall Out Boy,acct_1d26a25e-3035-41e7-9bf9-4e0656e3fb34,June - August NA 2023,tour_08e78445-7b90-4e4d-9e8a-caded2e0dbc9,show_4a3f10d4-5906-4ed9-9a25-809a7840bf0c,2023-08-06,2023-08-06,DONE,20985,25000,USD,"Camden, NJ, United States"
JXDN,acct_f2588308-dd4b-4aa5-971d-c8f376fc5a77,Feb - April US 2023,tour_380700c5-ab31-4984-b1ab-fd8b3d586ee2,show_8f36b31f-a24b-49ca-9dd4-97e7a7b97a79,2023-02-24,2023-02-24,CANCELLED,0,900,USD,"Sacramento, CA, United States"
JXDN,acct_f2588308-dd4b-4aa5-971d-c8f376fc5a77,Feb - April US 2023,tour_380700c5-ab31-4984-b1ab-fd8b3d586ee2,show_73611c0c-7ae0-413d-a026-0788212267ea,2023-02-25,2023-02-25,CANCELLED,0,1800,USD,"Reno, NV, United States"
JXDN,acct_f2588308-dd4b-4aa5-971d-c8f376fc5a77,Feb - April US 2023,tour_380700c5-ab31-4984-b1ab-fd8b3d586ee2,show_00b36921-17d7-4dbf-aade-75dd4d984e4b,2023-02-27,2023-02-27,DONE,648,1500,USD,"Spokane, WA, United States"
JXDN,acct_f2588308-dd4b-4aa5-971d-c8f376fc5a77,Feb - April US 2023,tour_380700c5-ab31-4984-b1ab-fd8b3d586ee2,show_85e14285-de77-427e-b6cd-26b095f5a47b,2023-02-28,2023-02-28,DONE,458,2300,USD,"Garden City, ID, United States"
